,2922,30/01/23,GENERAL,ITÀLIA,INTERNACIONAL,12:00,"10,00 €",MANUEL,VISITA GUIADA,INTERÈS CULTURAL,,FALSO,1,FALSO,FALSO,1,1,VERDADERO
,2921,30/01/23,MAJORS DE 65 ANYS,ITÀLIA,INTERNACIONAL,12:00,"8,00 €",MANUEL,VISITA GUIADA,INTERÈS CULTURAL,,FALSO,1,FALSO,FALSO,1,1,VERDADERO
,2920,30/01/23,GENERAL,VINYOLS I ELS ARCS,CATALUNYA,12:00,"10,00 €",MANUEL,VISITA GUIADA,VISITA PENDENT,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2919,30/01/23,GENERAL,VINYOLS I ELS ARCS,CATALUNYA,12:00,"10,00 €",MANUEL,VISITA GUIADA,VISITA PENDENT,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2918,30/01/23,MAJORS DE 65 ANYS,BARCELONA,CATALUNYA,12:00,"8,00 €",MANUEL,VISITA GUIADA,INTERÈS CULTURAL,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2917,30/01/23,MAJORS DE 65 ANYS,BARCELONA,CATALUNYA,12:00,"8,00 €",MANUEL,VISITA GUIADA,INTERÈS CULTURAL,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2916,30/01/23,MAJORS DE 65 ANYS,BARCELONA,CATALUNYA,12:00,"8,00 €",MANUEL,VISITA GUIADA,INTERÈS CULTURAL,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2915,30/01/23,PROFESSORS / GUIES / PERIODISTES,BARCELONA,CATALUNYA,12:00,"8,00 €",MANUEL,VISITA GUIADA,INTERÈS CULTURAL,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2914,30/01/23,GENERAL,GRANOLLERS,CATALUNYA,12:00,"10,00 €",MANUEL,VISITA GUIADA,INTERÈS CULTURAL,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2913,30/01/23,GENERAL,COMUNITAT DE MADRID,ESPANYA,11:00,"10,00 €",PILAR,VISITA GUIADA,OFICINA DE TURISME,,FALSO,1,FALSO,1,FALSO,1,VERDADERO
,2912,30/01/23,GENERAL,ARAGÓ,ESPANYA,11:00,"10,00 €",PILAR,VISITA GUIADA,INTERNET,,FALSO,1,FALSO,1,FALSO,1,VERDADERO
,2911,30/01/23,GENERAL,ARAGÓ,ESPANYA,11:00,"10,00 €",PILAR,VISITA GUIADA,INTERNET,,FALSO,1,FALSO,1,FALSO,1,VERDADERO
,2910,30/01/23,GENERAL,BARCELONA,CATALUNYA,11:00,"10,00 €",PILAR,VISITA GUIADA,INTERÈS CULTURAL,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2909,30/01/23,GENERAL,BARCELONA,CATALUNYA,11:00,"10,00 €",PILAR,VISITA GUIADA,INTERÈS CULTURAL,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2908,30/01/23,NENS DE 9 A 15 ANYS,TARRAGONA,CATALUNYA,11:00,"8,00 €",PILAR,VISITA GUIADA,INTERÈS CULTURAL,VISITA ESCOLAR,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2907,30/01/23,NENS DE 9 A 15 ANYS,TARRAGONA,CATALUNYA,11:00,"8,00 €",PILAR,VISITA GUIADA,INTERÈS CULTURAL,VISITA ESCOLAR,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2906,30/01/23,NENS DE 9 A 15 ANYS,TARRAGONA,CATALUNYA,11:00,"8,00 €",PILAR,VISITA GUIADA,INTERÈS CULTURAL,VISITA ESCOLAR,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2905,30/01/23,NENS DE 9 A 15 ANYS,TARRAGONA,CATALUNYA,11:00,"8,00 €",PILAR,VISITA GUIADA,INTERÈS CULTURAL,VISITA ESCOLAR,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2904,30/01/23,NENS DE 9 A 15 ANYS,TARRAGONA,CATALUNYA,11:00,"8,00 €",PILAR,VISITA GUIADA,INTERÈS CULTURAL,VISITA ESCOLAR,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2903,30/01/23,NENS DE 9 A 15 ANYS,TARRAGONA,CATALUNYA,11:00,"8,00 €",PILAR,VISITA GUIADA,INTERÈS CULTURAL,VISITA ESCOLAR,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2902,30/01/23,NENS DE 9 A 15 ANYS,TARRAGONA,CATALUNYA,11:00,"8,00 €",PILAR,VISITA GUIADA,INTERÈS CULTURAL,VISITA ESCOLAR,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2901,30/01/23,NENS DE 9 A 15 ANYS,TARRAGONA,CATALUNYA,11:00,"8,00 €",PILAR,VISITA GUIADA,INTERÈS CULTURAL,VISITA ESCOLAR,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2900,30/01/23,NENS DE 9 A 15 ANYS,TARRAGONA,CATALUNYA,11:00,"8,00 €",PILAR,VISITA GUIADA,INTERÈS CULTURAL,VISITA ESCOLAR,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2899,30/01/23,NENS DE 9 A 15 ANYS,TARRAGONA,CATALUNYA,11:00,"8,00 €",PILAR,VISITA GUIADA,INTERÈS CULTURAL,VISITA ESCOLAR,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2898,30/01/23,NENS DE 9 A 15 ANYS,TARRAGONA,CATALUNYA,11:00,"8,00 €",PILAR,VISITA GUIADA,INTERÈS CULTURAL,VISITA ESCOLAR,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2897,30/01/23,NENS DE 9 A 15 ANYS,TARRAGONA,CATALUNYA,11:00,"8,00 €",PILAR,VISITA GUIADA,INTERÈS CULTURAL,VISITA ESCOLAR,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2896,30/01/23,NENS DE 9 A 15 ANYS,TARRAGONA,CATALUNYA,11:00,"8,00 €",PILAR,VISITA GUIADA,INTERÈS CULTURAL,VISITA ESCOLAR,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2895,30/01/23,NENS DE 9 A 15 ANYS,TARRAGONA,CATALUNYA,11:00,"8,00 €",PILAR,VISITA GUIADA,INTERÈS CULTURAL,VISITA ESCOLAR,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2894,29/01/23,GENERAL,RUBÍ,CATALUNYA,14:00,"10,00 €",JORDINA,VISITA GUIADA,OFICINA DE TURISME,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2893,29/01/23,PROFESSORS / GUIES / PERIODISTES,RUBÍ,CATALUNYA,14:00,"8,00 €",JORDINA,VISITA GUIADA,OFICINA DE TURISME,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2892,29/01/23,PROFESSORS / GUIES / PERIODISTES,RUBÍ,CATALUNYA,14:00,"8,00 €",JORDINA,VISITA GUIADA,OFICINA DE TURISME,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
,2891,29/01/23,NENS DE 9 A 15 ANYS,RUBÍ,CATALUNYA,14:00,"8,00 €",JORDINA,VISITA GUIADA,OFICINA DE TURISME,,FALSO,1,1,FALSO,FALSO,1,VERDADERO
